trial_id,molecule,indication,phase,status,sponsor,country
CT-028309,MOLDEP2,Lung Cancer,Phase IV,Terminated,GlobalBio,Brazil
CT-028310,MOLP2,Type 2 Diabetes,Phase IV,Active,Sunrise Therapeutics,Canada
CT-028311,MOLD1,Migraine,Phase IV,Completed,ABC Pharma,Australia
CT-028312,MOLIBD3,Breast Cancer,Phase II,Active,OncoGenix,Australia
CT-028313,MOLY,Heart Failure,Phase I,Completed,Sunrise Therapeutics,Japan
CT-028314,MOLHF2,Rheumatoid Arthritis,Phase IV,Terminated,NovaCure,US
CT-028315,MOLRA2,COPD,Phase IV,Terminated,Sunrise Therapeutics,EU
CT-028316,MOLO2,COPD,Phase I,Active,NovaCure,Australia
CT-028317,MOLO1,Osteoporosis,Phase II,Suspended,XYZ Pharma,Global
CT-028318,MOLH1,Chronic Kidney Disease,Phase III,Recruiting,OncoGenix,Japan
CT-028319,MOL2,Depression,Phase IV,Active,PrimeCare,China
CT-028320,MOLRA3,Lung Cancer,Phase I,Terminated,XYZ Pharma,EU
CT-028321,MOLIBD1,Breast Cancer,Phase IV,Completed,MedLife Corp,Brazil
CT-028322,MOLCKD2,Chronic Kidney Disease,Phase I,Active,PrimeCare,Canada
CT-028323,MOLP1,Osteoporosis,Phase III,Suspended,PrimeCare,Australia
CT-028324,MOLIBD1,Respiratory,Phase III,Terminated,PrimeCare,China
CT-028325,MOLRA2,Depression,Phase IV,Suspended,MedLife Corp,Australia
CT-028326,MOLLC1,Type 2 Diabetes,Phase IV,Completed,MedLife Corp,Japan
CT-028327,MOLX,Rheumatoid Arthritis,Phase IV,Completed,OncoGenix,India
CT-028328,MOLX,Type 2 Diabetes,Phase I,Completed,Sunrise Therapeutics,China
CT-028329,MOLP1,Lung Cancer,Phase III,Active,ABC Pharma,Brazil
CT-028330,MOLC,Hypertension,Phase II,Suspended,NovaCure,Brazil
CT-028331,MOLDEP3,Rheumatoid Arthritis,Phase IV,Completed,GlobalBio,Australia
CT-028332,MOLH3,Heart Failure,Phase I,Terminated,PrimeCare,Japan
CT-028333,MOLLC3,Type 2 Diabetes,Phase III,Active,XYZ Pharma,China
CT-028334,MOLRA1,Inflammatory Bowel Disease,Phase IV,Terminated,MedLife Corp,Japan
CT-028335,MOLH1,Respiratory,Phase IV,Active,MedLife Corp,US
CT-028336,MOLBC3,Rheumatoid Arthritis,Phase IV,Recruiting,XYZ Pharma,Australia
CT-028337,MOLR1,Inflammatory Bowel Disease,Phase IV,Completed,OncoGenix,Canada
CT-028338,MOLLC3,Lung Cancer,Phase II,Active,NovaCure,India
CT-028339,MOLRA2,Type 2 Diabetes,Phase I,Active,PrimeCare,US
CT-028340,MOLM2,COPD,Phase II,Recruiting,Sunrise Therapeutics,India
CT-028341,MOLBC2,Breast Cancer,Phase III,Completed,Sunrise Therapeutics,Global
CT-028342,MOLM1,Asthma,Phase I,Suspended,ABC Pharma,India
CT-028343,MOLIBD2,Chronic Kidney Disease,Phase I,Recruiting,OncoGenix,Brazil
CT-028344,MOL1,Respiratory,Phase IV,Suspended,GlobalBio,EU
CT-028345,MOLP2,Chronic Kidney Disease,Phase I,Recruiting,NovaCure,EU
CT-028346,MOL2,Inflammatory Bowel Disease,Phase IV,Suspended,Sunrise Therapeutics,Canada
CT-028347,MOLIBD3,Lung Cancer,Phase IV,Completed,ABC Pharma,Australia
CT-028348,MOLH3,COPD,Phase IV,Suspended,ABC Pharma,Canada
CT-028349,MOLIBD1,Breast Cancer,Phase IV,Terminated,OncoGenix,Global
CT-028350,MOLIBD2,Chronic Kidney Disease,Phase I,Completed,NovaCure,US
CT-028351,MOLHF1,Lung Cancer,Phase I,Recruiting,NovaCure,EU
CT-028352,MOLP1,Inflammatory Bowel Disease,Phase III,Terminated,ABC Pharma,India
CT-028353,MOLBC3,Breast Cancer,Phase II,Active,OncoGenix,Canada
CT-028354,MOLIBD1,Migraine,Phase III,Terminated,XYZ Pharma,Brazil
CT-028355,MOLDEP3,Type 2 Diabetes,Phase I,Completed,PrimeCare,Brazil
CT-028356,MOLHF3,Respiratory,Phase III,Recruiting,OncoGenix,Australia
CT-028357,MOLH1,Inflammatory Bowel Disease,Phase IV,Terminated,XYZ Pharma,Brazil
CT-028358,MOLD3,Rheumatoid Arthritis,Phase II,Terminated,XYZ Pharma,Brazil
CT-028359,MOLP2,Type 2 Diabetes,Phase IV,Terminated,OncoGenix,Brazil
CT-028360,MOLM3,Breast Cancer,Phase IV,Terminated,ABC Pharma,Canada
CT-028361,MOLR2,Osteoporosis,Phase III,Recruiting,XYZ Pharma,Global
CT-028362,MOLR3,Asthma,Phase II,Recruiting,PrimeCare,Australia
CT-028363,MOLHF2,Rheumatoid Arthritis,Phase III,Recruiting,Sunrise Therapeutics,India
CT-028364,MOL1,Osteoporosis,Phase IV,Recruiting,GlobalBio,Brazil
CT-028365,MOLO1,Depression,Phase II,Active,Sunrise Therapeutics,India
CT-028366,MOLM1,Chronic Kidney Disease,Phase I,Completed,MedLife Corp,Canada
CT-028367,MOLDEP3,Respiratory,Phase I,Completed,GlobalBio,US
CT-028368,MOLP1,Migraine,Phase I,Active,ABC Pharma,China
CT-028369,MOLH3,Hypertension,Phase III,Suspended,GlobalBio,Canada
CT-028370,MOLR3,Rheumatoid Arthritis,Phase I,Completed,XYZ Pharma,India
CT-028371,MOLH3,Rheumatoid Arthritis,Phase I,Suspended,MedLife Corp,US
CT-028372,MOLP3,Depression,Phase IV,Completed,MedLife Corp,China
CT-028373,MOLCKD2,Psoriasis,Phase III,Suspended,ABC Pharma,Brazil
CT-028374,MOLBC3,Hypertension,Phase IV,Suspended,ABC Pharma,EU
CT-028375,MOLR1,Heart Failure,Phase II,Completed,ABC Pharma,Japan
CT-028376,MOLCKD1,Inflammatory Bowel Disease,Phase I,Completed,MedLife Corp,Brazil
CT-028377,MOLCKD1,Respiratory,Phase I,Active,ABC Pharma,Global
CT-028378,MOLHF1,COPD,Phase I,Active,GlobalBio,China
CT-028379,MOLBC2,Depression,Phase IV,Suspended,NovaCure,EU
CT-028380,MOLRA1,Chronic Kidney Disease,Phase III,Recruiting,PrimeCare,US
CT-028381,MOLR3,Hypertension,Phase IV,Active,ABC Pharma,China
CT-028382,MOLM1,Migraine,Phase IV,Active,NovaCure,US
CT-028383,MOLHF3,Depression,Phase III,Suspended,ABC Pharma,US
CT-028384,MOLY,COPD,Phase IV,Recruiting,XYZ Pharma,China
CT-028385,MOLCKD3,Asthma,Phase I,Active,XYZ Pharma,Australia
CT-028386,MOLIBD2,Migraine,Phase IV,Completed,GlobalBio,India
CT-028387,MOLM3,Type 2 Diabetes,Phase III,Suspended,ABC Pharma,Australia
CT-028388,MOLR1,Psoriasis,Phase I,Terminated,GlobalBio,US
CT-028389,MOLHF3,Breast Cancer,Phase III,Recruiting,OncoGenix,Canada
CT-028390,MOLDEP3,Psoriasis,Phase III,Active,ABC Pharma,US
CT-028391,MOLO2,Chronic Kidney Disease,Phase I,Active,XYZ Pharma,Australia
CT-028392,MOLLC3,Rheumatoid Arthritis,Phase IV,Recruiting,NovaCure,Japan
CT-028393,MOLM3,Rheumatoid Arthritis,Phase III,Completed,GlobalBio,India
CT-028394,MOLDEP3,Hypertension,Phase I,Active,XYZ Pharma,China
CT-028395,MOLP1,Psoriasis,Phase I,Suspended,Sunrise Therapeutics,EU
CT-028396,MOLP3,Lung Cancer,Phase IV,Terminated,XYZ Pharma,Japan
CT-028397,MOLD2,Asthma,Phase I,Terminated,ABC Pharma,Australia
CT-028398,MOLDEP2,Psoriasis,Phase IV,Active,OncoGenix,Global
CT-028399,MOLY,Rheumatoid Arthritis,Phase III,Suspended,OncoGenix,China
CT-028400,MOLCKD2,Rheumatoid Arthritis,Phase III,Active,XYZ Pharma,Brazil
CT-028401,MOLBC3,Respiratory,Phase III,Suspended,ABC Pharma,US
CT-028402,MOLH2,Migraine,Phase I,Completed,MedLife Corp,Japan
CT-028403,MOLP2,Rheumatoid Arthritis,Phase I,Suspended,GlobalBio,Brazil
CT-028404,MOLRA3,Chronic Kidney Disease,Phase I,Completed,NovaCure,China
CT-028405,MOLX,Lung Cancer,Phase I,Suspended,OncoGenix,Global
CT-028406,MOLR3,Psoriasis,Phase III,Terminated,Sunrise Therapeutics,US
CT-028407,MOLM3,Type 2 Diabetes,Phase III,Active,PrimeCare,EU
CT-028408,MOLD1,Osteoporosis,Phase III,Recruiting,ABC Pharma,Brazil
CT-028409,MOLO3,Osteoporosis,Phase I,Completed,OncoGenix,India
CT-028410,MOLIBD1,Hypertension,Phase IV,Active,NovaCure,Brazil
CT-028411,MOLM2,COPD,Phase I,Active,XYZ Pharma,Brazil
CT-028412,MOLH1,Migraine,Phase IV,Active,OncoGenix,Global
CT-028413,MOLBC2,Depression,Phase I,Recruiting,PrimeCare,Australia
CT-028414,MOLBC1,Chronic Kidney Disease,Phase I,Completed,GlobalBio,Global
CT-028415,MOLY,Lung Cancer,Phase IV,Active,ABC Pharma,Canada
CT-028416,MOLH1,Lung Cancer,Phase II,Active,NovaCure,China
CT-028417,MOLRA2,Chronic Kidney Disease,Phase IV,Terminated,OncoGenix,China
CT-028418,MOLD3,Lung Cancer,Phase III,Recruiting,ABC Pharma,Global
CT-028419,MOLDEP2,Heart Failure,Phase I,Active,NovaCure,Japan
CT-028420,MOLRA2,Chronic Kidney Disease,Phase III,Suspended,OncoGenix,Australia
CT-028421,MOL2,Osteoporosis,Phase III,Suspended,MedLife Corp,US
CT-028422,MOLCKD2,Depression,Phase I,Active,MedLife Corp,Japan
CT-028423,MOLBC2,COPD,Phase III,Recruiting,PrimeCare,Global
CT-028424,MOLR1,Chronic Kidney Disease,Phase III,Suspended,OncoGenix,China
CT-028425,MOLH3,Inflammatory Bowel Disease,Phase III,Completed,PrimeCare,Global
CT-028426,MOLO3,Heart Failure,Phase I,Active,ABC Pharma,Brazil
CT-028427,MOLIBD2,Migraine,Phase IV,Terminated,ABC Pharma,Canada
CT-028428,MOLP3,COPD,Phase IV,Recruiting,XYZ Pharma,Japan
CT-028429,MOLX,COPD,Phase III,Recruiting,MedLife Corp,Global
CT-028430,MOLDEP2,Breast Cancer,Phase III,Active,GlobalBio,India
CT-028431,MOLDEP1,Respiratory,Phase I,Completed,GlobalBio,Canada
CT-028432,MOLY,Inflammatory Bowel Disease,Phase III,Active,GlobalBio,US
CT-028433,MOLIBD1,Lung Cancer,Phase I,Completed,Sunrise Therapeutics,Japan
CT-028434,MOLP1,Rheumatoid Arthritis,Phase II,Recruiting,MedLife Corp,Brazil
CT-028435,MOLRA1,Type 2 Diabetes,Phase IV,Terminated,OncoGenix,Australia
CT-028436,MOLD1,Depression,Phase I,Terminated,MedLife Corp,US
CT-028437,MOL1,Rheumatoid Arthritis,Phase III,Active,MedLife Corp,Global
CT-028438,MOLR2,Type 2 Diabetes,Phase III,Suspended,PrimeCare,US
CT-028439,MOLD3,Chronic Kidney Disease,Phase I,Suspended,XYZ Pharma,Australia
CT-028440,MOLCKD1,COPD,Phase I,Recruiting,PrimeCare,Japan
CT-028441,MOLO1,Rheumatoid Arthritis,Phase IV,Suspended,XYZ Pharma,Canada
CT-028442,MOLC,Osteoporosis,Phase I,Completed,XYZ Pharma,Australia
CT-028443,MOLCKD1,Type 2 Diabetes,Phase I,Completed,Sunrise Therapeutics,China
CT-028444,MOL1,Osteoporosis,Phase I,Active,OncoGenix,Brazil
CT-028445,MOLLC2,Osteoporosis,Phase III,Active,GlobalBio,Global
CT-028446,MOLRA2,Lung Cancer,Phase II,Suspended,NovaCure,Global
CT-028447,MOLR2,Depression,Phase IV,Suspended,GlobalBio,Australia
CT-028448,MOLIBD2,Type 2 Diabetes,Phase III,Active,XYZ Pharma,EU
CT-028449,MOLH3,Migraine,Phase I,Recruiting,XYZ Pharma,Global
CT-028450,MOLD2,Lung Cancer,Phase IV,Completed,Sunrise Therapeutics,India
CT-028451,MOLM1,COPD,Phase II,Suspended,ABC Pharma,China
CT-028452,MOLH3,Heart Failure,Phase II,Active,PrimeCare,Canada
CT-028453,MOLCKD1,Depression,Phase III,Active,GlobalBio,EU
CT-028454,MOLH2,Hypertension,Phase III,Terminated,PrimeCare,India
CT-028455,MOLP2,Depression,Phase III,Completed,OncoGenix,India
CT-028456,MOLHF1,Psoriasis,Phase I,Terminated,PrimeCare,Canada
CT-028457,MOLDEP2,Chronic Kidney Disease,Phase II,Terminated,NovaCure,Australia
CT-028458,MOLLC2,Osteoporosis,Phase I,Suspended,PrimeCare,Canada
CT-028459,MOLO3,Migraine,Phase I,Recruiting,Sunrise Therapeutics,Canada
CT-028460,MOLO2,Asthma,Phase IV,Suspended,PrimeCare,Australia
CT-028461,MOLM2,Heart Failure,Phase IV,Completed,NovaCure,Global
CT-028462,MOLIBD2,Lung Cancer,Phase IV,Recruiting,MedLife Corp,EU
CT-028463,MOLM2,Chronic Kidney Disease,Phase IV,Terminated,PrimeCare,Global
CT-028464,MOLD1,Chronic Kidney Disease,Phase IV,Terminated,PrimeCare,India
CT-028465,MOLDEP3,Lung Cancer,Phase III,Suspended,PrimeCare,Global
CT-028466,MOLM1,Migraine,Phase II,Terminated,NovaCure,Australia
CT-028467,MOLHF2,Type 2 Diabetes,Phase II,Suspended,NovaCure,Brazil
CT-028468,MOLH3,Migraine,Phase III,Terminated,PrimeCare,China
CT-028469,MOLD1,Rheumatoid Arthritis,Phase IV,Terminated,Sunrise Therapeutics,Global
CT-028470,MOLHF3,Rheumatoid Arthritis,Phase III,Terminated,OncoGenix,Brazil
CT-028471,MOLCKD3,Psoriasis,Phase IV,Suspended,XYZ Pharma,US
CT-028472,MOL1,Inflammatory Bowel Disease,Phase III,Completed,MedLife Corp,Canada
CT-028473,MOLX,Hypertension,Phase I,Recruiting,MedLife Corp,EU
CT-028474,MOLH1,Depression,Phase IV,Recruiting,NovaCure,US
CT-028475,MOLRA1,Depression,Phase III,Suspended,XYZ Pharma,Australia
CT-028476,MOLDEP3,Migraine,Phase II,Suspended,GlobalBio,China
CT-028477,MOLD2,COPD,Phase I,Recruiting,PrimeCare,Australia
CT-028478,MOLLC2,Hypertension,Phase IV,Active,MedLife Corp,India
CT-028479,MOLO1,Chronic Kidney Disease,Phase IV,Recruiting,Sunrise Therapeutics,Brazil
CT-028480,MOLLC3,Lung Cancer,Phase III,Suspended,Sunrise Therapeutics,Brazil
CT-028481,MOLM2,Lung Cancer,Phase I,Terminated,GlobalBio,EU
CT-028482,MOLH1,Psoriasis,Phase IV,Completed,OncoGenix,India
CT-028483,MOLA,COPD,Phase IV,Terminated,XYZ Pharma,Australia
CT-028484,MOLDEP1,Heart Failure,Phase IV,Completed,PrimeCare,Australia
CT-028485,MOLHF3,Heart Failure,Phase II,Active,XYZ Pharma,Brazil
CT-028486,MOLR2,Asthma,Phase III,Terminated,OncoGenix,China
CT-028487,MOLIBD1,Heart Failure,Phase III,Suspended,MedLife Corp,Global
CT-028488,MOLHF1,Asthma,Phase I,Terminated,ABC Pharma,EU
CT-028489,MOLLC2,Respiratory,Phase I,Terminated,XYZ Pharma,India
CT-028490,MOLM3,Chronic Kidney Disease,Phase II,Active,GlobalBio,Japan
CT-028491,MOLC,Psoriasis,Phase I,Suspended,XYZ Pharma,Australia
CT-028492,MOLH3,Migraine,Phase II,Completed,NovaCure,Global
CT-028493,MOLO3,Breast Cancer,Phase III,Active,NovaCure,Australia
CT-028494,MOLD3,Chronic Kidney Disease,Phase IV,Recruiting,OncoGenix,Canada
CT-028495,MOLHF2,COPD,Phase IV,Recruiting,OncoGenix,India
CT-028496,MOLM3,Respiratory,Phase III,Active,Sunrise Therapeutics,EU
CT-028497,MOLDEP2,COPD,Phase IV,Suspended,XYZ Pharma,Brazil
CT-028498,MOLDEP1,Lung Cancer,Phase I,Suspended,NovaCure,US
CT-028499,MOLR3,Chronic Kidney Disease,Phase IV,Suspended,XYZ Pharma,China
CT-028500,MOLA,COPD,Phase IV,Completed,MedLife Corp,Global
CT-028501,MOLO2,Heart Failure,Phase IV,Completed,NovaCure,Brazil
CT-028502,MOLM3,Inflammatory Bowel Disease,Phase II,Completed,Sunrise Therapeutics,EU
CT-028503,MOLX,Lung Cancer,Phase II,Terminated,Sunrise Therapeutics,EU
CT-028504,MOLRA1,Rheumatoid Arthritis,Phase III,Recruiting,OncoGenix,India
CT-028505,MOLCKD1,Asthma,Phase I,Terminated,GlobalBio,US
CT-028506,MOLO3,Chronic Kidney Disease,Phase II,Suspended,ABC Pharma,India
CT-028507,MOLHF3,Breast Cancer,Phase III,Recruiting,NovaCure,Australia
CT-028508,MOLY,Migraine,Phase IV,Recruiting,XYZ Pharma,Japan
CT-028509,MOLD1,Chronic Kidney Disease,Phase III,Completed,GlobalBio,Global
CT-028510,MOLO1,Migraine,Phase IV,Active,NovaCure,Japan
CT-028511,MOLBC1,Chronic Kidney Disease,Phase III,Recruiting,NovaCure,US
CT-028512,MOLCKD3,Depression,Phase III,Terminated,MedLife Corp,EU
CT-028513,MOLBC3,Rheumatoid Arthritis,Phase IV,Recruiting,Sunrise Therapeutics,US
CT-028514,MOLCKD1,Chronic Kidney Disease,Phase III,Suspended,ABC Pharma,Canada
CT-028515,MOLLC2,COPD,Phase I,Recruiting,GlobalBio,US
CT-028516,MOLCKD1,Depression,Phase I,Active,NovaCure,China
CT-028517,MOLM3,Lung Cancer,Phase I,Completed,NovaCure,Japan
CT-028518,MOLD3,Depression,Phase III,Completed,PrimeCare,EU
CT-028519,MOLIBD3,Osteoporosis,Phase II,Recruiting,PrimeCare,Global
CT-028520,MOL1,Osteoporosis,Phase IV,Active,OncoGenix,China
CT-028521,MOL1,Chronic Kidney Disease,Phase III,Suspended,PrimeCare,Australia
CT-028522,MOLD1,Lung Cancer,Phase II,Terminated,PrimeCare,Global
CT-028523,MOLO3,Lung Cancer,Phase II,Completed,XYZ Pharma,Japan
CT-028524,MOLBC2,Type 2 Diabetes,Phase III,Recruiting,PrimeCare,China
CT-028525,MOLLC2,Depression,Phase I,Terminated,GlobalBio,US
CT-028526,MOLRA1,Type 2 Diabetes,Phase III,Active,GlobalBio,Global
CT-028527,MOLLC3,Inflammatory Bowel Disease,Phase II,Completed,Sunrise Therapeutics,US
CT-028528,MOLRA2,Lung Cancer,Phase II,Recruiting,GlobalBio,Canada
CT-028529,MOLDEP2,Lung Cancer,Phase II,Terminated,NovaCure,US
CT-028530,MOLHF2,COPD,Phase II,Terminated,XYZ Pharma,Brazil
CT-028531,MOLP1,Heart Failure,Phase III,Completed,NovaCure,Global
CT-028532,MOLP1,Heart Failure,Phase III,Completed,ABC Pharma,US
CT-028533,MOLR3,Heart Failure,Phase II,Completed,GlobalBio,Brazil
CT-028534,MOLRA1,Hypertension,Phase II,Completed,PrimeCare,Japan
CT-028535,MOLO1,Lung Cancer,Phase II,Terminated,XYZ Pharma,Canada
CT-028536,MOLDEP2,Chronic Kidney Disease,Phase III,Terminated,PrimeCare,Japan
CT-028537,MOLO3,Inflammatory Bowel Disease,Phase I,Completed,ABC Pharma,EU
CT-028538,MOLIBD2,Lung Cancer,Phase I,Active,ABC Pharma,Canada
CT-028539,MOLO2,Lung Cancer,Phase IV,Completed,OncoGenix,Australia
CT-028540,MOLHF2,Respiratory,Phase IV,Completed,GlobalBio,China
CT-028541,MOLX,Breast Cancer,Phase II,Completed,Sunrise Therapeutics,Japan
CT-028542,MOLR1,Heart Failure,Phase III,Recruiting,XYZ Pharma,Brazil
CT-028543,MOLRA1,Depression,Phase IV,Completed,XYZ Pharma,EU
CT-028544,MOLLC1,Rheumatoid Arthritis,Phase I,Suspended,PrimeCare,Brazil
CT-028545,MOLDEP3,Osteoporosis,Phase III,Suspended,OncoGenix,Canada
CT-028546,MOLD3,Heart Failure,Phase I,Recruiting,NovaCure,Global
CT-028547,MOLLC1,Heart Failure,Phase III,Suspended,XYZ Pharma,US
CT-028548,MOLM2,Breast Cancer,Phase III,Completed,OncoGenix,China
CT-028549,MOLP2,Rheumatoid Arthritis,Phase III,Terminated,PrimeCare,Australia
CT-028550,MOLO1,Chronic Kidney Disease,Phase III,Terminated,ABC Pharma,China
CT-028551,MOLD1,Psoriasis,Phase III,Recruiting,XYZ Pharma,Global
CT-028552,MOLD2,Psoriasis,Phase IV,Completed,NovaCure,US
CT-028553,MOLH3,Lung Cancer,Phase IV,Active,ABC Pharma,EU
CT-028554,MOLO3,Respiratory,Phase III,Suspended,XYZ Pharma,EU
CT-028555,MOLM1,Breast Cancer,Phase I,Active,OncoGenix,EU
CT-028556,MOLH1,Rheumatoid Arthritis,Phase III,Recruiting,NovaCure,Global
CT-028557,MOLDEP1,Rheumatoid Arthritis,Phase I,Active,GlobalBio,Global
CT-028558,MOLA,Type 2 Diabetes,Phase III,Suspended,ABC Pharma,India
CT-028559,MOLR3,Type 2 Diabetes,Phase II,Recruiting,ABC Pharma,Brazil
CT-028560,MOLO3,Psoriasis,Phase IV,Recruiting,MedLife Corp,Australia
CT-028561,MOLM3,Heart Failure,Phase I,Suspended,ABC Pharma,Global
CT-028562,MOLX,Hypertension,Phase I,Terminated,ABC Pharma,Brazil
CT-028563,MOLM3,Rheumatoid Arthritis,Phase IV,Completed,OncoGenix,Brazil
CT-028564,MOLBC2,Psoriasis,Phase III,Completed,NovaCure,Global
CT-028565,MOLO1,COPD,Phase I,Terminated,MedLife Corp,Global
CT-028566,MOLC,Breast Cancer,Phase IV,Completed,XYZ Pharma,US
CT-028567,MOL2,Asthma,Phase IV,Recruiting,MedLife Corp,China
CT-028568,MOL1,Inflammatory Bowel Disease,Phase III,Active,MedLife Corp,EU
CT-028569,MOL2,Heart Failure,Phase I,Terminated,Sunrise Therapeutics,Japan
CT-028570,MOLIBD3,Migraine,Phase II,Recruiting,XYZ Pharma,Australia
CT-028571,MOLRA1,Breast Cancer,Phase IV,Recruiting,ABC Pharma,Brazil
CT-028572,MOLP2,Heart Failure,Phase III,Completed,ABC Pharma,Brazil
CT-028573,MOLRA1,Osteoporosis,Phase III,Suspended,Sunrise Therapeutics,Brazil
CT-028574,MOLP3,Respiratory,Phase I,Suspended,MedLife Corp,EU
CT-028575,MOLDEP3,Hypertension,Phase IV,Terminated,XYZ Pharma,Australia
CT-028576,MOLBC3,Inflammatory Bowel Disease,Phase II,Active,XYZ Pharma,Brazil
CT-028577,MOLR1,Psoriasis,Phase II,Recruiting,GlobalBio,Canada
CT-028578,MOLO3,Hypertension,Phase III,Suspended,NovaCure,Brazil
CT-028579,MOLCKD3,Rheumatoid Arthritis,Phase II,Active,XYZ Pharma,EU
CT-028580,MOLO3,Breast Cancer,Phase IV,Suspended,ABC Pharma,Brazil
CT-028581,MOLH1,Lung Cancer,Phase I,Terminated,GlobalBio,EU
CT-028582,MOLIBD3,COPD,Phase III,Recruiting,ABC Pharma,Global
CT-028583,MOLHF1,Osteoporosis,Phase IV,Recruiting,NovaCure,India
CT-028584,MOLP1,Chronic Kidney Disease,Phase III,Active,GlobalBio,Canada
CT-028585,MOLRA3,Rheumatoid Arthritis,Phase IV,Active,GlobalBio,Brazil
CT-028586,MOLD2,Psoriasis,Phase III,Recruiting,GlobalBio,Brazil
CT-028587,MOL1,Hypertension,Phase II,Recruiting,XYZ Pharma,Japan
CT-028588,MOLLC1,Rheumatoid Arthritis,Phase II,Completed,XYZ Pharma,China
CT-028589,MOLBC2,Osteoporosis,Phase III,Active,PrimeCare,Australia
CT-028590,MOLBC3,Respiratory,Phase IV,Active,OncoGenix,US
CT-028591,MOLDEP2,Type 2 Diabetes,Phase I,Terminated,GlobalBio,Brazil
CT-028592,MOLLC3,Chronic Kidney Disease,Phase IV,Suspended,PrimeCare,Brazil
CT-028593,MOLP2,Type 2 Diabetes,Phase II,Completed,PrimeCare,Brazil
CT-028594,MOLIBD2,COPD,Phase III,Suspended,XYZ Pharma,China
CT-028595,MOLBC2,Hypertension,Phase III,Completed,OncoGenix,US
CT-028596,MOLX,Lung Cancer,Phase I,Completed,Sunrise Therapeutics,India
CT-028597,MOLH3,Asthma,Phase III,Terminated,NovaCure,Japan
CT-028598,MOLM3,Lung Cancer,Phase III,Recruiting,XYZ Pharma,Japan
CT-028599,MOLLC2,Asthma,Phase IV,Terminated,XYZ Pharma,China
CT-028600,MOLO1,Migraine,Phase II,Terminated,OncoGenix,EU
CT-028601,MOLH1,Heart Failure,Phase III,Active,PrimeCare,EU
CT-028602,MOLD1,Respiratory,Phase I,Suspended,OncoGenix,Japan
CT-028603,MOLC,Chronic Kidney Disease,Phase I,Active,Sunrise Therapeutics,Canada
CT-028604,MOLX,Psoriasis,Phase III,Suspended,GlobalBio,EU
CT-028605,MOLM1,Psoriasis,Phase I,Suspended,GlobalBio,Canada
CT-028606,MOLHF3,Depression,Phase III,Suspended,OncoGenix,Global
CT-028607,MOLDEP1,Asthma,Phase I,Active,ABC Pharma,China
CT-028608,MOLC,Breast Cancer,Phase III,Recruiting,NovaCure,US
CT-028609,MOLC,Heart Failure,Phase II,Suspended,XYZ Pharma,EU
CT-028610,MOL1,Hypertension,Phase II,Active,GlobalBio,US
CT-028611,MOLBC3,Breast Cancer,Phase II,Suspended,OncoGenix,Japan
CT-028612,MOLD3,Depression,Phase IV,Terminated,XYZ Pharma,Brazil
CT-028613,MOLR2,Type 2 Diabetes,Phase III,Terminated,NovaCure,EU
CT-028614,MOLRA2,Inflammatory Bowel Disease,Phase I,Completed,ABC Pharma,Canada
CT-028615,MOLC,Respiratory,Phase III,Active,XYZ Pharma,Brazil
CT-028616,MOLCKD3,Rheumatoid Arthritis,Phase I,Suspended,MedLife Corp,Australia
CT-028617,MOLH1,Depression,Phase III,Completed,XYZ Pharma,Canada
CT-028618,MOLCKD3,Chronic Kidney Disease,Phase IV,Suspended,PrimeCare,China
CT-028619,MOL2,Chronic Kidney Disease,Phase IV,Active,MedLife Corp,Global
CT-028620,MOLCKD1,Inflammatory Bowel Disease,Phase I,Completed,PrimeCare,Global
CT-028621,MOLY,Rheumatoid Arthritis,Phase IV,Completed,NovaCure,Brazil
CT-028622,MOLHF3,Respiratory,Phase III,Completed,XYZ Pharma,Canada
CT-028623,MOLR3,Rheumatoid Arthritis,Phase I,Suspended,NovaCure,Canada
CT-028624,MOLH3,Asthma,Phase I,Terminated,OncoGenix,US
CT-028625,MOLCKD3,Type 2 Diabetes,Phase I,Recruiting,PrimeCare,Australia
CT-028626,MOL2,Heart Failure,Phase II,Completed,PrimeCare,Australia
CT-028627,MOLO3,Osteoporosis,Phase II,Completed,Sunrise Therapeutics,China
CT-028628,MOLBC2,Breast Cancer,Phase II,Terminated,XYZ Pharma,Global
CT-028629,MOLR3,Hypertension,Phase III,Suspended,ABC Pharma,Brazil
CT-028630,MOLCKD1,Rheumatoid Arthritis,Phase IV,Recruiting,OncoGenix,Global
CT-028631,MOL2,Heart Failure,Phase III,Suspended,OncoGenix,Australia
CT-028632,MOLBC2,Inflammatory Bowel Disease,Phase I,Recruiting,OncoGenix,Brazil
CT-028633,MOLD1,Asthma,Phase II,Recruiting,MedLife Corp,India
CT-028634,MOLHF3,Depression,Phase III,Active,MedLife Corp,US
CT-028635,MOLDEP1,COPD,Phase IV,Completed,Sunrise Therapeutics,Brazil
CT-028636,MOLD2,Hypertension,Phase I,Active,GlobalBio,US
CT-028637,MOLR2,Asthma,Phase IV,Active,PrimeCare,Japan
CT-028638,MOLDEP1,Heart Failure,Phase IV,Suspended,GlobalBio,Australia
CT-028639,MOLM3,Type 2 Diabetes,Phase II,Terminated,GlobalBio,US
CT-028640,MOLR2,Inflammatory Bowel Disease,Phase IV,Recruiting,NovaCure,India
CT-028641,MOLCKD3,Type 2 Diabetes,Phase I,Completed,PrimeCare,Brazil
CT-028642,MOLHF3,Heart Failure,Phase IV,Active,PrimeCare,China
