molecule,indication,country,year,sales_usd_mn,cagr_5y,competitors,patient_burden_index
MOLH1,COPD,Canada,2021,294.12,1.97,5,0.94
MOLRA2,Heart Failure,China,2016,49.3,3.19,13,0.83
MOLC,Migraine,US,2021,737.14,-3.1,14,0.46
MOLP1,COPD,China,2015,344.75,8.13,21,0.94
MOLO3,Depression,EU,2017,537.44,2.96,2,0.65
MOLD1,Heart Failure,Japan,2021,241.51,-0.97,15,0.4
MOLLC2,Osteoporosis,Canada,2023,321.19,1.36,8,0.27
MOLM3,Type 2 Diabetes,Global,2015,842.01,2.13,15,0.26
MOLM2,COPD,Global,2018,566.41,-3.54,11,0.88
MOLBC3,Lung Cancer,Australia,2020,655.34,-3.62,1,0.4
MOLM2,Hypertension,Australia,2016,501.17,1.64,15,0.88
MOLLC2,Type 2 Diabetes,Brazil,2021,104.39,-0.03,22,0.74
MOLD3,Lung Cancer,EU,2021,116.71,17.59,5,0.71
MOLO3,Rheumatoid Arthritis,EU,2016,350.28,1.7,4,0.25
MOLX,Psoriasis,EU,2018,469.84,7.34,7,0.3
MOLHF3,Rheumatoid Arthritis,Brazil,2024,913.04,7.92,8,0.65
MOLR3,Chronic Kidney Disease,Australia,2018,312.39,13.36,7,0.74
MOLDEP2,Depression,China,2021,228.49,18.75,18,0.94
MOLH1,Type 2 Diabetes,Japan,2024,726.44,4.63,11,0.54
MOLP3,Asthma,EU,2016,686.72,1.14,23,0.41
MOLH3,COPD,India,2019,366.24,6.74,21,0.43
MOLO3,Chronic Kidney Disease,Brazil,2016,557.32,6.39,2,0.54
MOLIBD2,Rheumatoid Arthritis,Canada,2024,660.51,11.31,9,0.92
MOLD3,Osteoporosis,Australia,2023,54.61,-0.02,18,0.41
MOLH2,Migraine,Canada,2016,60.8,12.4,1,0.28
MOLP1,Asthma,India,2016,896.43,16.93,12,0.37
MOLO3,Chronic Kidney Disease,Brazil,2019,626.96,-3.32,11,0.53
MOLR1,Lung Cancer,Canada,2020,773.09,0.75,20,0.76
MOLBC3,Migraine,China,2018,716.03,14.8,14,0.88
MOLDEP3,COPD,US,2020,327.54,14.8,24,0.54
MOLP1,Psoriasis,India,2023,702.44,5.83,9,0.62
MOLIBD2,Depression,Canada,2020,558.41,8.19,24,0.82
MOL2,COPD,US,2015,489.29,0.16,9,0.8
MOLIBD2,Lung Cancer,India,2017,462.46,17.2,15,0.35
MOLX,Inflammatory Bowel Disease,EU,2022,286.72,18.78,19,0.63
MOLM1,Heart Failure,China,2017,713.81,13.02,5,0.9
MOLCKD2,Migraine,India,2016,155.63,18.35,4,0.94
MOLHF1,Breast Cancer,Brazil,2017,175.72,8.28,7,0.61
MOLP3,Type 2 Diabetes,EU,2023,663.43,18.37,18,0.52
MOL1,Heart Failure,China,2024,738.87,7.98,18,0.62
MOLH2,Lung Cancer,Brazil,2017,772.34,3.08,21,0.55
MOLLC1,Asthma,Global,2015,368.0,7.87,19,0.39
MOLO1,COPD,China,2021,512.89,-4.6,12,0.58
MOLRA1,Osteoporosis,Japan,2015,326.38,7.04,24,0.95
MOLRA2,Lung Cancer,US,2022,22.27,16.04,23,0.38
MOLP3,Chronic Kidney Disease,Australia,2017,445.83,5.72,14,0.46
MOLD2,Rheumatoid Arthritis,EU,2018,878.03,11.73,10,0.7
MOLCKD3,Breast Cancer,US,2016,242.1,3.55,23,0.98
MOLO3,Heart Failure,Global,2020,633.44,-2.6,21,0.52
MOLA,Lung Cancer,EU,2022,520.15,6.41,8,0.57
MOLLC3,Type 2 Diabetes,Brazil,2021,454.65,4.31,24,0.6
MOLDEP1,Migraine,Australia,2024,749.87,7.44,3,0.72
MOLY,Osteoporosis,Global,2018,520.03,-2.66,11,0.92
MOLRA2,Breast Cancer,US,2020,736.78,16.57,14,0.62
MOLM1,Depression,US,2023,580.9,2.29,9,0.65
MOLHF1,Rheumatoid Arthritis,EU,2024,801.89,17.64,11,0.37
MOLHF3,Chronic Kidney Disease,EU,2020,833.53,6.24,15,0.68
MOLLC2,Migraine,Global,2021,119.49,-3.0,19,0.75
MOLBC2,Heart Failure,Brazil,2015,396.32,5.54,17,0.49
MOLBC2,Inflammatory Bowel Disease,Canada,2016,888.0,-2.26,5,0.26
MOLD2,Osteoporosis,EU,2021,693.73,13.32,23,0.25
MOLRA1,Type 2 Diabetes,China,2021,61.06,14.45,4,0.44
MOLA,Hypertension,EU,2021,451.61,6.85,14,0.99
MOLM1,Depression,China,2024,707.45,5.98,19,0.79
MOLM2,Hypertension,US,2018,886.78,16.63,12,0.79
MOLR1,Heart Failure,Australia,2021,758.97,-1.68,15,0.46
MOLHF3,Migraine,Global,2017,413.68,10.13,18,0.6
MOLCKD2,Respiratory,Global,2019,918.69,10.96,22,0.73
MOL1,Breast Cancer,India,2021,516.64,-4.2,5,0.8
MOLP3,Breast Cancer,Brazil,2015,49.95,16.27,2,0.66
MOLD1,Respiratory,Global,2016,836.48,-4.69,19,0.62
MOLIBD1,Type 2 Diabetes,India,2017,599.43,-0.06,18,0.81
MOLP1,Breast Cancer,Global,2023,516.07,12.7,14,0.33
MOLM3,Type 2 Diabetes,India,2017,339.86,10.76,18,0.96
MOLY,Depression,China,2023,702.3,-3.96,8,0.43
MOLR2,Hypertension,China,2017,472.73,-2.46,15,0.92
MOLCKD2,Asthma,Canada,2019,248.71,1.54,19,0.4
MOLD3,Type 2 Diabetes,Brazil,2024,634.39,3.23,2,0.64
MOLD2,Type 2 Diabetes,Global,2019,667.15,16.64,4,0.2
MOLRA1,Lung Cancer,EU,2016,872.81,-4.83,18,0.26
MOLD2,Rheumatoid Arthritis,Canada,2015,275.92,16.91,2,0.41
MOLHF3,Asthma,China,2017,604.0,-2.18,2,0.61
MOLRA3,Type 2 Diabetes,China,2019,927.53,7.29,14,0.88
MOLC,Migraine,Australia,2015,972.58,18.2,16,0.31
MOLX,Psoriasis,Global,2021,391.59,13.76,11,0.27
MOLLC1,Migraine,Australia,2024,545.87,5.02,24,0.58
MOL1,Type 2 Diabetes,China,2021,88.68,-2.93,11,0.37
MOLH2,Psoriasis,Japan,2017,645.98,5.38,21,0.9
MOLDEP1,COPD,Canada,2019,561.45,-3.77,23,0.28
MOLO3,Depression,US,2016,274.34,18.97,13,0.43
MOLCKD3,Inflammatory Bowel Disease,Japan,2022,579.72,8.99,15,0.71
MOLDEP2,Chronic Kidney Disease,Brazil,2019,392.38,18.49,19,0.76
MOLDEP3,Lung Cancer,EU,2023,737.48,2.34,8,0.89
MOLO1,Respiratory,Australia,2017,41.59,17.65,4,0.2
MOLR1,Psoriasis,Brazil,2017,439.72,10.27,5,0.29
MOLR3,Depression,Brazil,2024,773.11,-1.2,7,0.91
MOLP2,Breast Cancer,Australia,2019,717.33,8.21,12,0.71
MOLLC1,Type 2 Diabetes,Brazil,2017,950.09,7.96,3,0.21
MOLCKD3,Depression,Canada,2017,71.22,8.2,17,0.97
MOLM2,Migraine,US,2015,169.07,15.38,8,0.49
MOLDEP2,Respiratory,India,2022,708.65,11.3,13,0.62
MOLH2,Rheumatoid Arthritis,Global,2023,51.09,10.35,13,0.22
MOL1,Psoriasis,India,2020,742.83,13.21,15,0.6
MOLCKD2,Lung Cancer,Canada,2018,926.73,9.42,21,0.67
MOLHF3,Rheumatoid Arthritis,Brazil,2018,90.41,9.46,24,0.45
MOLIBD1,Chronic Kidney Disease,China,2019,39.51,2.41,10,0.66
MOLC,Breast Cancer,China,2023,72.05,11.35,13,0.88
MOLBC3,Asthma,China,2015,502.59,2.32,5,0.96
MOLP1,Asthma,Japan,2019,217.23,10.65,8,0.7
MOLLC3,Hypertension,Brazil,2016,244.32,19.51,21,0.92
MOLIBD3,Respiratory,EU,2019,307.54,4.34,8,0.73
MOLR2,Osteoporosis,EU,2021,968.13,-2.82,16,0.47
MOLX,Type 2 Diabetes,China,2015,696.37,-3.69,16,0.98
MOLRA3,Respiratory,China,2018,783.43,-1.72,23,0.83
MOLH3,COPD,Canada,2017,339.15,-1.27,23,0.6
MOLLC3,Inflammatory Bowel Disease,Australia,2021,501.82,19.3,7,0.57
MOLCKD1,Inflammatory Bowel Disease,EU,2023,144.61,-4.05,15,0.92
MOLX,Osteoporosis,Australia,2017,404.59,14.21,16,0.76
MOLX,COPD,India,2015,200.14,6.57,5,0.99
MOLM1,Type 2 Diabetes,Australia,2015,249.07,14.77,12,0.7
MOLIBD3,Migraine,China,2023,589.92,5.48,2,0.55
MOLX,Inflammatory Bowel Disease,EU,2022,230.07,-1.69,5,0.82
MOLD2,Breast Cancer,China,2024,183.2,3.67,17,0.76
MOLIBD2,Breast Cancer,EU,2022,49.55,3.18,1,0.77
MOLRA2,Breast Cancer,EU,2018,63.01,-3.44,4,0.21
MOLO1,Inflammatory Bowel Disease,India,2016,216.79,-4.16,21,0.88
MOLX,Type 2 Diabetes,Canada,2017,808.72,1.83,15,0.61
MOLDEP1,Inflammatory Bowel Disease,Australia,2015,96.99,13.93,1,0.51
MOLRA3,Asthma,China,2022,310.54,16.52,21,0.69
MOLD2,Breast Cancer,Australia,2022,283.14,5.56,3,0.3
MOLRA3,Hypertension,Japan,2022,468.34,6.17,21,0.26
MOLD2,Hypertension,US,2019,202.11,1.25,24,0.88
MOLDEP3,Type 2 Diabetes,EU,2015,66.44,-3.57,11,0.56
MOLP1,Osteoporosis,US,2015,679.05,-0.83,20,0.74
MOLO1,Osteoporosis,Brazil,2022,723.03,19.14,10,0.37
MOLCKD2,Hypertension,Japan,2020,85.07,18.91,12,0.57
MOLP2,Heart Failure,China,2016,248.91,2.77,7,0.95
MOLH3,Depression,US,2016,454.4,17.99,6,0.89
MOLY,Asthma,Global,2020,805.22,-1.74,22,0.54
MOLLC1,Depression,Australia,2024,316.11,6.54,13,0.83
MOLO2,Breast Cancer,China,2020,250.64,16.26,18,0.83
MOLO2,Migraine,Global,2023,292.27,13.53,5,0.87
MOLM2,Hypertension,Japan,2021,799.29,17.0,5,0.42
MOLDEP1,Lung Cancer,US,2023,813.95,17.09,13,0.45
MOLLC3,Depression,EU,2020,828.1,-2.32,23,0.23
MOLIBD3,Psoriasis,Brazil,2018,998.81,15.79,23,0.98
MOLO2,Lung Cancer,Global,2019,834.02,15.63,14,0.89
MOLA,COPD,Canada,2023,596.61,-4.46,3,0.97
MOLIBD1,Osteoporosis,China,2019,560.69,5.39,14,0.47
MOL1,Respiratory,EU,2019,619.78,-2.55,24,0.78
MOLRA3,Respiratory,Australia,2022,172.13,2.14,11,0.93
MOLLC1,Respiratory,China,2022,288.51,15.26,8,0.98
MOLP1,Osteoporosis,Canada,2023,920.38,16.23,4,0.55
MOL1,Heart Failure,Australia,2021,450.66,18.3,22,0.99
MOLIBD1,Migraine,EU,2016,377.23,0.1,23,0.36
MOLM1,Heart Failure,Canada,2024,891.23,1.73,20,0.72
MOLLC3,Inflammatory Bowel Disease,US,2015,712.0,2.23,9,0.67
MOLM3,Chronic Kidney Disease,Global,2019,132.1,18.0,5,0.66
MOLCKD2,Asthma,US,2018,325.64,15.36,12,0.8
MOLP2,Heart Failure,Canada,2024,758.84,6.52,7,0.75
MOLBC1,Migraine,Brazil,2018,413.03,-3.75,18,0.82
MOLLC3,COPD,Australia,2015,219.17,-4.86,12,0.3
MOLY,Lung Cancer,Australia,2021,780.4,0.75,23,0.68
MOLHF2,Migraine,Brazil,2020,563.05,-0.36,14,0.53
MOLO1,Inflammatory Bowel Disease,Australia,2023,38.53,13.57,8,0.49
MOLO3,Asthma,India,2018,25.52,8.82,6,0.96
MOLR2,Migraine,EU,2017,73.67,18.83,6,0.56
MOLLC1,Rheumatoid Arthritis,US,2020,428.59,11.95,13,0.36
MOLH2,Lung Cancer,Japan,2020,772.34,-4.97,20,0.68
MOL2,Lung Cancer,India,2015,796.93,0.87,15,0.95
MOLO3,Hypertension,EU,2019,229.28,-0.0,8,0.36
MOLH3,Inflammatory Bowel Disease,Australia,2016,919.4,17.85,13,0.81
MOLY,COPD,Japan,2021,181.75,4.67,7,0.48
MOLH3,Respiratory,China,2017,756.33,-4.17,4,0.23
MOLCKD1,Rheumatoid Arthritis,EU,2022,895.51,5.9,13,0.45
MOLDEP3,Asthma,EU,2023,864.8,0.56,15,0.46
MOLM2,Type 2 Diabetes,Global,2019,304.16,14.18,12,0.35
MOLO1,Chronic Kidney Disease,EU,2016,238.32,18.64,23,0.94
MOLHF1,Depression,EU,2018,925.7,5.02,7,0.71
MOLRA1,Depression,US,2024,757.0,6.0,4,0.66
MOLM2,Breast Cancer,Global,2015,89.39,-1.7,16,0.23
MOLBC3,Depression,India,2016,897.98,3.4,21,0.97
MOLP3,Inflammatory Bowel Disease,EU,2023,931.59,19.65,17,0.38
MOLH3,Type 2 Diabetes,US,2015,352.27,3.01,22,0.44
MOLHF3,Rheumatoid Arthritis,Global,2023,539.83,12.09,8,0.62
MOLBC2,Breast Cancer,EU,2015,617.35,0.86,20,0.23
MOLHF2,Psoriasis,India,2021,407.32,-4.25,10,0.78
MOLCKD3,Migraine,US,2018,188.25,8.47,11,0.56
MOLY,Breast Cancer,India,2019,364.57,1.56,22,0.68
MOLR2,Rheumatoid Arthritis,Brazil,2018,996.84,-0.65,18,0.78
MOLBC2,Depression,Brazil,2018,213.25,5.28,15,0.93
MOLHF3,Respiratory,EU,2016,570.17,5.74,21,0.86
MOLIBD1,Migraine,EU,2024,892.98,14.81,5,0.87
MOLX,Asthma,EU,2024,192.06,-1.96,20,0.26
MOLBC2,COPD,Global,2021,70.96,1.31,7,0.7
MOLP3,Asthma,Australia,2023,547.46,1.49,4,0.32
MOLP2,Heart Failure,China,2020,227.47,11.6,2,0.78
MOLC,Heart Failure,Australia,2016,485.11,18.17,16,0.36
MOLIBD1,Lung Cancer,US,2023,990.16,-2.25,18,0.55
MOLY,Lung Cancer,Global,2016,46.88,-4.34,12,0.72
MOLIBD2,Depression,US,2021,643.83,11.09,21,0.35
MOLHF1,Migraine,Global,2018,50.61,4.27,2,0.68
MOLO2,Migraine,India,2019,142.1,4.89,3,0.64
MOLP3,Heart Failure,Global,2018,392.15,4.66,24,0.71
MOLA,Migraine,Japan,2017,958.09,-2.77,2,0.99
MOLCKD1,Migraine,Canada,2022,914.39,-4.57,12,0.3
MOLO1,Migraine,US,2023,62.04,-0.37,12,0.54
MOLIBD3,Hypertension,EU,2022,938.37,7.41,17,0.9
MOLO2,Breast Cancer,Japan,2018,364.86,8.86,8,0.2
MOLDEP2,Chronic Kidney Disease,Global,2023,810.96,-3.9,18,0.57
MOLR1,Heart Failure,EU,2017,993.64,-3.03,22,0.92
MOLD3,Osteoporosis,Brazil,2019,963.92,-3.32,5,0.23
MOLA,COPD,Australia,2017,65.74,18.65,17,0.89
MOLDEP2,Heart Failure,India,2020,839.54,5.0,17,0.27
MOLBC3,Inflammatory Bowel Disease,Australia,2016,195.72,1.36,1,0.35
MOLO2,Respiratory,Global,2022,215.88,-4.06,17,0.39
MOLR1,Heart Failure,US,2024,139.23,1.85,24,0.28
MOLCKD2,Migraine,Canada,2019,588.23,13.41,23,0.22
MOLR1,Migraine,Australia,2021,100.59,3.14,13,0.51
MOLDEP3,Chronic Kidney Disease,Canada,2021,961.84,3.95,14,0.95
MOLRA1,Osteoporosis,China,2024,488.43,1.15,16,0.54
MOLP1,Psoriasis,Australia,2023,874.86,6.0,13,0.29
MOLCKD3,Chronic Kidney Disease,US,2023,981.88,1.61,19,0.23
MOLA,Lung Cancer,Australia,2020,573.53,5.63,19,0.58
MOLIBD1,Inflammatory Bowel Disease,Australia,2016,372.92,11.29,4,0.47
MOLP1,Psoriasis,EU,2021,125.05,19.22,19,0.62
MOLP2,Breast Cancer,Canada,2022,422.68,16.0,2,0.57
MOLD3,Inflammatory Bowel Disease,Canada,2024,260.7,18.61,6,0.7
MOLC,Inflammatory Bowel Disease,Japan,2016,444.12,-0.11,24,0.59
MOLP2,Heart Failure,Global,2019,921.65,-4.73,9,0.39
MOLD1,Hypertension,Japan,2015,111.9,19.98,10,0.85
MOLCKD2,Migraine,Global,2015,763.94,6.46,16,0.66
MOLP2,Respiratory,EU,2020,238.44,14.71,2,0.45
MOLHF2,Hypertension,Global,2017,396.79,7.47,1,0.23
MOLLC2,Asthma,Global,2021,654.42,4.12,6,0.35
MOLCKD2,Breast Cancer,China,2016,262.02,-1.81,17,0.95
MOLLC3,Psoriasis,Global,2018,187.34,8.33,22,0.96
MOLCKD1,Osteoporosis,Canada,2022,992.93,9.86,3,0.8
MOLBC3,COPD,Japan,2021,869.47,13.62,19,0.88
MOLRA1,Psoriasis,India,2020,282.78,14.54,13,0.97
MOLDEP2,Respiratory,EU,2022,169.07,-4.01,24,0.61
MOLLC1,Chronic Kidney Disease,Global,2015,518.45,16.22,10,0.23
MOLHF2,Lung Cancer,India,2023,194.03,4.47,17,0.48
MOLH3,Rheumatoid Arthritis,EU,2015,361.64,1.5,16,0.94
MOLIBD1,Depression,China,2023,903.41,2.81,3,0.25
MOLR3,COPD,Canada,2022,283.36,11.54,18,0.87
MOLP2,COPD,Australia,2016,910.6,8.02,9,0.77
MOLM1,Type 2 Diabetes,EU,2023,102.89,17.08,9,0.27
MOL2,Type 2 Diabetes,EU,2018,532.37,10.38,4,0.97
MOLC,Heart Failure,Brazil,2021,336.75,7.28,24,0.87
MOLCKD1,Depression,India,2022,853.72,9.12,15,0.29
MOLM3,Depression,India,2023,732.88,16.39,17,0.34
MOLRA3,Chronic Kidney Disease,Global,2016,213.45,18.46,24,0.57
MOLHF3,Rheumatoid Arthritis,Australia,2020,104.35,19.98,24,0.44
MOLHF3,Breast Cancer,Brazil,2022,370.51,5.09,16,0.36
MOLRA3,COPD,US,2018,280.16,6.94,10,0.51
MOLR3,Chronic Kidney Disease,Australia,2024,292.0,0.12,24,0.94
MOLO3,Lung Cancer,India,2020,699.59,-4.73,21,0.54
MOLIBD1,Inflammatory Bowel Disease,Brazil,2024,441.29,6.09,4,0.74
MOLO1,Type 2 Diabetes,Global,2023,548.13,1.0,16,0.82
MOLP3,Heart Failure,Brazil,2024,561.14,8.61,7,0.4
MOLD1,Chronic Kidney Disease,China,2023,301.31,2.46,13,0.84
MOLDEP2,Heart Failure,US,2021,301.81,16.9,12,0.9
MOLM2,Respiratory,Japan,2015,691.3,16.26,21,0.91
MOLLC3,Osteoporosis,China,2017,939.97,3.68,20,0.43
MOLO3,Osteoporosis,Canada,2023,87.33,-4.39,1,0.93
MOLR3,Asthma,India,2024,809.32,13.48,19,0.91
MOL1,Psoriasis,Global,2015,913.07,5.33,22,0.58
MOLM2,Asthma,US,2019,300.41,-2.36,2,0.59
MOLDEP3,Psoriasis,China,2024,885.37,15.45,11,0.5
MOLBC1,Lung Cancer,India,2016,927.28,14.22,12,0.94
MOLBC3,Depression,Global,2015,442.81,9.69,4,0.46
MOLRA3,Type 2 Diabetes,China,2024,842.53,7.1,1,0.31
MOLM1,Asthma,Canada,2018,744.56,-4.56,23,0.3
MOLH2,Depression,Japan,2018,210.41,0.15,19,0.85
MOLHF3,Inflammatory Bowel Disease,India,2021,426.68,4.33,17,0.41
MOLDEP1,Depression,Brazil,2019,260.6,17.94,13,0.85
MOLDEP1,Hypertension,US,2019,548.1,1.21,20,0.59
MOL1,Asthma,EU,2018,594.61,14.76,7,0.27
MOLDEP3,Inflammatory Bowel Disease,Canada,2016,913.13,-0.51,9,0.32
MOLD2,Type 2 Diabetes,Global,2017,579.25,0.6,22,0.4
MOLDEP3,Osteoporosis,Canada,2017,47.25,16.9,3,0.45
MOLRA2,Psoriasis,China,2020,977.24,13.41,15,0.23
MOLM1,Osteoporosis,Australia,2018,23.1,4.63,12,0.89
MOLHF3,Type 2 Diabetes,US,2024,242.47,18.81,8,0.59
MOLO2,Psoriasis,India,2019,653.83,15.37,2,0.24
MOLY,Breast Cancer,Japan,2017,780.63,9.99,23,0.21
MOLLC1,Psoriasis,Australia,2018,778.73,9.65,15,0.67
MOLD1,Breast Cancer,Global,2021,331.49,10.54,2,0.55
MOLD1,COPD,Canada,2018,567.46,5.15,18,0.97
MOLDEP3,Osteoporosis,Brazil,2022,590.18,15.93,18,0.61
MOLM1,Rheumatoid Arthritis,Global,2021,42.06,1.49,13,0.75
MOLRA1,Hypertension,EU,2024,808.44,15.61,13,0.94
MOLP1,Type 2 Diabetes,China,2020,96.35,3.75,2,0.65
MOLH3,Psoriasis,Brazil,2024,935.27,14.35,1,0.85
MOLO2,Inflammatory Bowel Disease,Canada,2016,175.96,5.64,19,0.89
MOLA,Chronic Kidney Disease,Brazil,2024,696.44,18.15,21,0.33
MOLDEP1,Inflammatory Bowel Disease,Japan,2019,57.24,-2.49,24,0.51
MOLD3,Heart Failure,Japan,2023,35.2,18.2,1,0.62
MOLH1,Lung Cancer,Japan,2020,503.98,19.72,16,0.61
MOLRA2,Lung Cancer,China,2023,137.56,4.27,17,0.76
MOLLC1,Type 2 Diabetes,India,2021,572.01,16.56,16,0.29
MOLLC1,Asthma,China,2021,539.86,14.74,2,0.91
MOLDEP1,Depression,Japan,2017,856.57,13.72,9,0.51
MOLO3,Migraine,Canada,2015,575.73,5.74,22,0.57
MOLO1,Hypertension,Global,2021,740.97,8.4,17,0.59
MOLP2,Inflammatory Bowel Disease,India,2015,538.73,0.86,21,0.55
MOLO2,Lung Cancer,EU,2020,430.87,9.22,9,0.8
MOLC,Breast Cancer,US,2016,921.56,4.14,11,0.76
MOLCKD3,Chronic Kidney Disease,Global,2023,626.11,15.5,23,0.96
MOLA,Inflammatory Bowel Disease,US,2016,680.41,0.63,9,0.39
MOLP1,Osteoporosis,US,2020,643.15,-1.85,10,0.76
MOLLC3,Respiratory,Japan,2024,934.6,8.91,20,0.42
MOLDEP1,Breast Cancer,Global,2020,845.74,-3.45,20,0.3
MOLCKD1,Chronic Kidney Disease,EU,2018,62.48,13.63,15,0.5
MOLD1,Type 2 Diabetes,India,2015,886.47,-1.25,6,0.78
MOLP2,Type 2 Diabetes,Canada,2016,421.93,11.57,9,0.83
MOLH1,Type 2 Diabetes,Japan,2021,328.84,17.94,13,0.9
MOLH3,Respiratory,US,2017,786.62,-2.18,23,0.2
MOLP3,Hypertension,Brazil,2019,418.98,-2.47,10,0.7
MOLDEP2,Rheumatoid Arthritis,China,2015,685.53,5.39,19,0.82
MOLP3,COPD,India,2017,564.88,4.03,7,0.29
MOLD3,Rheumatoid Arthritis,China,2015,753.77,0.72,21,0.91
MOLR2,Lung Cancer,Australia,2020,260.97,0.57,17,0.62
MOLM3,Asthma,Global,2022,495.05,19.45,16,0.84
MOL2,Type 2 Diabetes,Brazil,2020,895.03,6.82,7,0.24
MOLDEP3,Asthma,Australia,2022,658.31,7.76,18,0.8
MOLBC3,Psoriasis,Canada,2019,221.98,11.52,5,0.49
MOLP2,Rheumatoid Arthritis,China,2021,973.91,-1.57,13,0.52
MOLCKD2,Breast Cancer,Canada,2015,469.42,10.88,10,0.78
MOLDEP1,Migraine,China,2017,312.12,-2.19,9,0.24
MOLIBD2,Asthma,India,2021,470.33,1.47,21,0.39
MOLD2,Breast Cancer,Canada,2018,94.91,0.87,19,0.24
MOLD2,COPD,Global,2020,856.68,17.41,11,0.62
MOLA,Respiratory,Canada,2021,503.24,1.5,6,0.62
MOLLC3,Psoriasis,Australia,2021,331.7,9.36,18,0.5
MOLIBD1,Respiratory,Canada,2018,742.77,9.63,15,0.33
MOLHF1,Depression,Global,2018,692.62,1.58,5,0.81
MOLIBD3,Heart Failure,US,2021,140.81,5.82,12,0.67
MOLBC2,Type 2 Diabetes,India,2023,279.86,9.8,11,0.23
MOLDEP3,Chronic Kidney Disease,Japan,2017,627.74,-0.72,11,0.56
MOLX,Depression,Brazil,2023,282.56,17.62,11,0.41
MOLA,Breast Cancer,Brazil,2018,745.88,7.15,3,0.43
MOLIBD1,Depression,Brazil,2023,555.24,4.54,4,0.94
MOLD3,Migraine,Brazil,2023,974.21,8.25,15,0.33
MOLY,Hypertension,Japan,2016,424.98,-3.12,6,0.71
MOLP3,Migraine,Canada,2022,933.55,11.55,12,0.21
MOLLC3,COPD,Global,2024,76.92,14.89,4,0.25
MOLBC1,Rheumatoid Arthritis,Global,2020,164.42,18.57,16,0.44
MOLCKD2,Hypertension,Japan,2023,779.64,17.6,17,0.57
MOLM2,Respiratory,Japan,2015,463.83,16.85,4,0.57
MOLBC1,Hypertension,Canada,2018,587.96,7.09,18,0.52
MOLRA1,Rheumatoid Arthritis,Global,2016,960.94,14.06,21,0.62
MOLO3,Type 2 Diabetes,India,2016,719.52,5.27,17,0.81
MOLLC2,Chronic Kidney Disease,EU,2018,607.4,18.82,15,0.76
MOLHF1,Psoriasis,Australia,2015,226.34,0.29,22,0.83
MOLRA2,Osteoporosis,Canada,2023,692.3,0.87,21,0.3
MOLHF1,Osteoporosis,China,2018,604.92,-3.18,12,0.81
MOLRA1,Asthma,US,2019,826.04,7.96,4,0.66
MOLD2,Psoriasis,Brazil,2017,451.81,15.24,3,0.31
MOLLC1,Depression,EU,2020,812.38,16.95,6,0.68
MOLP1,Asthma,China,2020,964.21,11.63,23,0.41
MOLBC2,Migraine,Brazil,2017,641.6,8.51,10,0.52
MOLP1,Heart Failure,US,2017,35.55,0.37,6,0.37
MOLLC1,Rheumatoid Arthritis,Canada,2017,739.91,19.84,11,0.64
MOLO3,Breast Cancer,EU,2018,534.42,8.18,12,0.64
MOLCKD1,Heart Failure,Australia,2016,464.33,6.22,8,0.89
MOLHF1,Psoriasis,China,2020,286.58,4.61,3,0.7
MOLD3,Migraine,Australia,2018,339.27,-3.2,18,0.91
MOLH2,Respiratory,Australia,2024,549.76,15.6,16,0.53
MOLHF1,Type 2 Diabetes,China,2023,638.64,15.03,9,0.84
MOLO2,Heart Failure,Brazil,2020,614.67,9.57,3,0.59
MOLCKD2,Hypertension,Global,2020,565.36,5.13,17,0.42
MOLLC3,Type 2 Diabetes,China,2022,762.41,11.6,21,0.39
MOL1,Respiratory,Australia,2020,660.82,4.17,20,0.28
MOLX,Psoriasis,China,2023,911.14,6.79,12,0.62
MOLBC1,Rheumatoid Arthritis,Australia,2016,356.71,-2.52,17,0.36
MOLRA1,Inflammatory Bowel Disease,India,2023,705.97,-2.08,5,0.64
MOLLC1,Osteoporosis,China,2015,532.98,16.2,17,0.79
MOLR2,Osteoporosis,Australia,2021,497.84,14.98,24,0.56
MOLCKD1,COPD,Brazil,2017,356.16,17.25,3,0.25
MOLP2,Psoriasis,US,2021,556.55,2.95,2,0.59
MOLH1,Type 2 Diabetes,Japan,2019,733.74,12.86,14,0.83
MOLO2,Psoriasis,Global,2019,945.64,17.65,19,0.45
MOLCKD2,Heart Failure,Japan,2021,970.54,0.75,14,0.53
MOLBC3,Type 2 Diabetes,Global,2021,572.9,19.6,23,0.71
MOLO3,Heart Failure,India,2017,931.0,4.97,24,0.79
MOLA,Hypertension,Australia,2018,144.21,3.91,12,0.21
MOL2,Psoriasis,Canada,2017,761.6,13.2,2,0.59
MOLM3,Respiratory,Canada,2023,424.14,9.07,19,0.27
MOLLC3,Asthma,EU,2023,602.84,3.11,12,0.64
MOLIBD3,Type 2 Diabetes,US,2023,359.98,17.62,2,0.33
MOLCKD3,Migraine,India,2017,638.38,9.6,7,0.83
MOLBC2,COPD,Canada,2020,291.52,10.6,2,0.66
MOLO2,Osteoporosis,Australia,2021,433.0,2.16,18,0.79
MOLH2,Migraine,China,2018,658.72,9.89,15,0.65
MOLDEP3,Heart Failure,China,2016,92.58,-1.39,8,0.51
MOLA,Psoriasis,US,2022,183.46,13.44,11,0.9
MOLH3,COPD,Brazil,2016,695.43,13.56,6,0.59
MOLD2,Osteoporosis,Canada,2016,675.84,9.38,15,0.91
MOLR1,Osteoporosis,EU,2019,387.55,9.43,12,0.83
MOL1,Chronic Kidney Disease,Global,2019,465.95,7.34,11,0.84
