molecule,formulation,country,year,import_tonnes,export_tonnes
MOLBC2,Injection,Global,2017,174.47,108.55
MOLRA3,API,Australia,2022,157.43,120.53
MOLD1,API,India,2015,23.0,112.04
MOLC,Syrup,Brazil,2023,101.0,37.27
MOLRA1,Tablet,China,2015,87.95,16.58
MOLR2,Patch,EU,2019,12.02,0.69
MOLIBD2,Patch,EU,2019,113.26,124.95
MOLD1,Syrup,Brazil,2019,133.37,52.56
MOLCKD3,Patch,Brazil,2017,116.22,158.82
MOLDEP3,Syrup,US,2024,30.57,32.14
MOL2,Patch,Brazil,2017,181.83,146.97
MOLDEP2,Syrup,Japan,2023,40.3,106.54
MOLDEP2,Patch,Australia,2016,105.3,31.84
MOLRA1,Inhaler,US,2020,107.25,118.07
MOLD2,API,EU,2018,64.89,60.35
MOLO2,Suspension,Japan,2019,6.34,30.77
MOLP1,Capsule,Canada,2021,64.17,144.2
MOLRA1,Syrup,China,2019,124.5,92.3
MOLA,Capsule,Brazil,2023,63.51,74.08
MOLBC1,Tablet,US,2015,179.18,37.56
MOLM3,Syrup,China,2021,71.72,86.38
MOLBC1,Capsule,Japan,2015,162.94,63.09
MOL2,Inhaler,China,2018,165.54,94.79
MOLD1,Injection,India,2018,10.22,159.41
MOLBC3,Inhaler,Australia,2015,19.13,177.74
MOLDEP1,Patch,Brazil,2018,125.41,42.92
MOLRA1,Syrup,China,2017,40.01,153.3
MOL1,Suspension,Canada,2018,48.44,0.38
MOL2,API,Global,2017,61.86,111.35
MOLH2,Tablet,US,2015,188.49,56.67
MOLBC1,Tablet,US,2021,103.15,79.04
MOLDEP1,Capsule,China,2017,95.73,17.05
MOLA,Syrup,India,2024,25.42,164.66
MOLR3,Tablet,Australia,2019,167.93,75.08
MOLLC2,Inhaler,Australia,2021,160.4,186.06
MOLM3,Tablet,China,2015,110.77,158.75
MOLLC1,Capsule,US,2017,2.93,16.78
MOLO3,Suspension,Global,2020,165.01,182.15
MOLRA2,API,US,2023,132.93,133.82
MOLDEP2,Suspension,Brazil,2016,44.82,176.66
MOLDEP1,Tablet,Brazil,2017,145.03,71.57
MOLP2,Injection,EU,2023,109.85,54.24
MOLBC1,Inhaler,China,2024,69.01,77.95
MOLHF1,Capsule,Brazil,2018,196.58,186.08
MOLY,Tablet,Global,2022,70.54,196.49
MOLY,Inhaler,Canada,2019,78.93,67.63
MOLC,Ointment,Global,2020,16.26,28.17
MOLM2,Capsule,India,2017,103.71,191.44
MOL1,Injection,EU,2023,180.75,197.2
MOLH2,Patch,Brazil,2024,118.03,166.3
MOLD2,Suspension,Australia,2024,161.43,159.91
MOLO3,Inhaler,Canada,2024,63.48,36.5
MOLRA3,Suspension,Japan,2015,2.5,3.63
MOLLC2,Ointment,China,2023,122.7,112.94
MOLBC2,API,Global,2024,88.48,41.8
MOLP1,Injection,Canada,2018,34.45,193.89
MOLBC3,Tablet,Global,2022,56.24,10.34
MOLH2,Capsule,India,2015,10.53,183.19
MOLRA2,API,US,2019,13.3,110.34
MOLLC1,Ointment,China,2024,42.9,143.57
MOLBC3,Suspension,India,2019,120.01,108.58
MOL1,API,China,2018,142.58,27.2
MOLY,Syrup,Japan,2023,188.9,69.68
MOLCKD2,Injection,US,2016,195.84,131.21
MOLHF3,API,China,2017,114.77,150.7
MOLCKD2,Patch,Canada,2015,170.65,64.68
MOLCKD2,Syrup,China,2018,6.52,57.06
MOLLC3,Inhaler,China,2024,82.11,27.68
MOL1,API,US,2022,12.41,199.98
MOLC,Capsule,US,2016,188.84,145.42
MOLR2,Inhaler,Japan,2023,131.81,164.81
MOLCKD2,Ointment,Japan,2020,163.7,195.36
MOLBC3,Syrup,EU,2019,130.34,78.36
MOLP3,Injection,Global,2020,50.03,101.67
MOLY,Syrup,US,2016,96.73,47.32
MOLD1,Ointment,India,2015,165.31,136.55
MOLY,Tablet,US,2019,105.68,158.63
MOLIBD1,Tablet,Canada,2022,93.5,10.8
MOLR2,Tablet,Brazil,2018,26.81,102.05
MOLLC2,Capsule,Australia,2019,24.45,14.34
MOLLC3,Injection,EU,2018,109.41,152.55
MOL2,Tablet,Global,2017,148.58,161.81
MOLD2,Syrup,China,2018,112.98,131.6
MOLD1,Inhaler,Canada,2018,26.99,16.62
MOLIBD3,Capsule,China,2023,18.58,79.89
MOLBC3,Injection,Canada,2023,170.23,124.99
MOLM1,API,US,2021,137.7,121.49
MOLR3,Inhaler,Canada,2022,195.96,190.81
MOLR3,Capsule,China,2020,91.72,10.28
MOLBC1,Suspension,India,2021,38.1,161.82
MOLHF1,Patch,Australia,2019,148.83,62.87
MOLBC3,Tablet,Australia,2017,124.56,37.34
MOLM1,Ointment,Australia,2016,36.01,172.36
MOLIBD1,Syrup,US,2022,32.77,154.12
MOLD1,Capsule,Australia,2015,82.35,126.46
MOLH3,API,Australia,2019,177.77,47.27
MOLX,Patch,Global,2022,93.16,180.32
MOLA,Capsule,China,2023,99.41,35.51
MOLHF2,Patch,China,2018,23.0,119.42
MOLHF2,Syrup,Japan,2022,122.82,112.77
MOLBC2,Syrup,Canada,2022,48.45,54.14
MOLD3,Syrup,US,2018,185.42,38.66
MOLO1,Injection,Japan,2021,92.76,60.29
MOLM1,Suspension,India,2015,26.62,144.03
MOLRA2,Tablet,EU,2021,16.59,199.17
MOLP1,Injection,Brazil,2015,49.6,72.3
MOLDEP3,Tablet,India,2018,138.3,56.43
MOLH1,Patch,Brazil,2022,29.78,170.05
MOLDEP2,Tablet,Brazil,2021,30.49,85.39
MOLA,Suspension,Brazil,2016,77.06,147.2
MOLH3,Ointment,India,2021,94.94,48.34
MOLM3,Syrup,Brazil,2022,83.91,163.21
MOLBC3,Tablet,Australia,2017,111.47,54.22
MOLM2,Injection,Australia,2020,153.75,31.35
MOLLC1,Ointment,China,2024,97.6,9.54
MOLX,Patch,Canada,2018,1.2,94.47
MOLH3,Patch,India,2019,67.37,133.27
MOLHF1,Ointment,China,2019,177.18,37.69
MOLDEP3,Capsule,US,2022,192.09,61.58
MOLBC3,API,Australia,2016,197.92,126.18
MOLIBD1,Suspension,China,2021,76.34,163.4
MOLP1,Capsule,Brazil,2015,87.47,38.51
MOL2,Tablet,Global,2015,113.35,52.92
MOLA,Inhaler,Japan,2020,48.46,93.21
MOL1,Syrup,Canada,2015,33.21,117.15
MOLX,Tablet,India,2016,69.22,156.72
MOLLC1,Tablet,US,2015,4.94,91.08
MOLIBD3,Ointment,EU,2019,49.41,22.57
MOLD2,Syrup,Canada,2016,77.78,121.14
MOLCKD3,Ointment,US,2018,16.23,121.8
MOLR3,Inhaler,Brazil,2016,4.96,198.3
MOLCKD3,Capsule,Japan,2017,4.53,70.5
MOLLC2,API,China,2017,70.7,75.97
MOLBC3,Syrup,Global,2021,132.69,36.93
MOLBC3,Suspension,Brazil,2017,62.37,147.11
MOLA,Syrup,Canada,2017,199.38,114.83
MOLRA2,Inhaler,Brazil,2019,95.97,108.15
MOLR1,Capsule,US,2017,26.51,145.65
MOL1,Syrup,Japan,2023,78.43,121.63
MOLR1,Ointment,Japan,2021,88.76,197.02
MOL2,Capsule,Brazil,2024,94.93,149.81
MOLD1,Suspension,Canada,2016,17.11,137.56
MOLA,Ointment,Brazil,2016,25.58,119.29
MOLLC2,Patch,India,2021,126.51,47.15
MOLH2,API,Japan,2019,115.31,26.67
MOLRA3,Capsule,China,2018,46.91,26.64
MOLP2,Capsule,Canada,2016,117.81,162.62
MOLCKD3,Capsule,China,2015,142.39,43.77
MOLM3,Capsule,Brazil,2023,41.53,85.37
MOLDEP2,Suspension,China,2017,148.78,187.73
MOLM3,Capsule,EU,2016,193.08,170.51
MOL1,Syrup,US,2024,67.25,68.16
MOLDEP1,Suspension,Japan,2023,159.37,177.94
MOLBC1,Tablet,Canada,2021,41.96,132.51
MOLRA2,Suspension,China,2017,95.31,105.21
MOLBC3,Patch,Japan,2015,112.27,101.24
MOLO1,Suspension,Australia,2020,178.6,165.31
MOLA,Inhaler,India,2023,151.35,44.24
MOLH1,Capsule,Canada,2016,162.93,146.9
MOLLC1,Ointment,Australia,2017,189.07,167.28
MOLH3,Ointment,Brazil,2018,145.26,62.16
MOLO1,Suspension,Japan,2015,85.31,55.33
MOLA,Injection,Australia,2020,45.29,178.08
MOLCKD2,Inhaler,Australia,2021,110.89,3.05
MOLC,Ointment,China,2021,120.34,33.09
MOLC,Patch,China,2016,69.32,116.5
MOLM1,Capsule,EU,2024,138.14,22.97
MOLLC1,Capsule,US,2017,141.94,157.83
MOLD3,Injection,China,2016,189.18,52.71
MOLRA1,API,US,2021,13.7,35.01
MOLIBD2,Syrup,India,2023,41.67,81.89
MOLY,Patch,Global,2020,87.2,134.89
MOLH1,Capsule,Canada,2023,21.93,42.54
MOLLC1,Injection,EU,2015,85.43,71.72
MOLIBD3,API,Brazil,2017,176.8,48.73
MOLDEP3,Inhaler,Canada,2021,68.14,9.18
MOLD3,Tablet,China,2019,27.32,49.93
MOLRA3,Injection,US,2024,10.3,143.25
MOLA,Syrup,EU,2018,57.68,32.8
MOLIBD2,Ointment,EU,2018,161.08,35.67
MOLRA2,Patch,Global,2024,83.78,155.17
MOLIBD3,Syrup,Japan,2015,96.72,35.66
MOLIBD3,Tablet,EU,2018,188.02,98.41
MOLRA1,Patch,Canada,2016,134.99,97.3
MOLD1,Tablet,Global,2022,192.16,46.68
MOLDEP3,Ointment,EU,2020,152.4,100.43
MOLCKD3,Ointment,China,2019,177.55,94.18
MOLM1,Tablet,Brazil,2020,130.77,145.36
MOLP3,Ointment,India,2022,192.9,112.36
MOLCKD3,Suspension,US,2016,123.29,140.83
MOLR1,Patch,China,2022,24.27,107.88
MOLBC1,Suspension,China,2015,130.11,182.13
MOLDEP2,Capsule,Global,2016,182.34,17.55
MOLCKD2,Ointment,China,2017,132.24,94.05
MOL2,Syrup,Brazil,2019,162.89,40.05
MOL2,Inhaler,Japan,2023,22.02,92.14
MOLBC2,Suspension,US,2024,134.63,108.43
MOLHF1,Suspension,China,2017,108.46,23.37
MOLR3,Suspension,Canada,2019,4.03,194.23
MOLHF2,Inhaler,Global,2021,26.26,34.61
MOLR3,Inhaler,Australia,2021,103.99,42.55
MOLRA3,Injection,Brazil,2016,193.28,87.44
MOLBC2,API,Australia,2021,134.17,156.32
MOLH1,Inhaler,China,2018,100.82,27.63
MOLA,Syrup,Australia,2018,152.68,95.47
MOLHF1,Tablet,US,2022,107.38,196.07
MOLR2,API,Global,2018,78.86,147.07
MOLA,Capsule,Brazil,2019,130.67,82.24
MOLLC3,Suspension,Canada,2017,191.96,159.76
MOLBC1,API,Canada,2019,67.77,8.75
MOLP2,Injection,Global,2019,154.18,198.54
MOLHF1,Ointment,China,2016,55.4,59.18
MOLBC2,Patch,Global,2017,147.38,134.13
MOLIBD1,Capsule,US,2023,138.59,101.18
MOLO3,Suspension,EU,2018,17.08,71.03
MOLHF3,Syrup,Global,2024,153.83,198.95
MOLD2,Suspension,India,2024,105.14,129.08
MOLLC1,Inhaler,Canada,2019,172.77,173.2
MOLCKD1,Ointment,China,2020,66.73,157.78
MOLBC2,Injection,Canada,2017,76.93,32.82
MOLH1,Inhaler,China,2017,134.53,9.39
MOLX,Ointment,Japan,2015,128.1,145.42
MOLP3,Syrup,EU,2024,38.96,12.7
MOLP1,API,Brazil,2017,193.6,161.29
MOLIBD1,Tablet,Canada,2021,150.75,22.84
MOLM2,Injection,China,2023,104.58,77.5
MOL2,Tablet,Global,2015,2.12,121.02
MOLRA3,Suspension,Japan,2021,142.36,127.96
MOLO3,API,Global,2018,111.27,7.25
MOLO2,Syrup,Brazil,2021,12.49,22.33
MOLDEP3,Suspension,China,2024,142.36,39.67
MOL1,Inhaler,Australia,2021,83.29,55.4
MOLLC2,Syrup,India,2022,65.1,126.99
MOLBC3,Capsule,Brazil,2024,21.8,131.78
MOLDEP2,Inhaler,Canada,2016,20.79,37.67
MOLLC2,Tablet,US,2020,127.42,140.5
MOLHF1,API,China,2020,186.98,161.15
MOLCKD1,Inhaler,Australia,2017,90.56,11.11
MOLM2,Tablet,India,2016,44.22,75.38
MOLRA3,Tablet,Brazil,2022,171.4,5.06
MOL2,API,EU,2016,147.13,79.67
MOLDEP1,Injection,Global,2019,72.37,59.44
MOLD3,API,Japan,2021,171.77,124.19
MOLRA2,Suspension,China,2016,56.8,102.7
MOLO2,API,EU,2019,1.36,14.22
MOLY,Inhaler,US,2016,64.82,21.67
MOL1,Patch,China,2020,2.91,4.98
MOLA,Suspension,Brazil,2015,63.57,84.25
MOLLC1,Patch,Canada,2023,78.42,129.14
MOL1,Syrup,China,2020,23.94,150.25
MOLLC3,Injection,US,2018,128.85,92.66
MOLM1,Syrup,Australia,2020,184.41,195.08
MOLO2,Tablet,Australia,2021,17.62,34.06
MOLH3,Ointment,Brazil,2023,140.98,137.41
MOLD3,Injection,EU,2024,31.1,132.09
MOLH3,Syrup,India,2022,67.77,130.84
MOLDEP2,Inhaler,EU,2019,43.71,55.31
MOLRA3,Inhaler,Japan,2022,24.53,11.68
MOLRA3,Tablet,Australia,2019,135.17,142.33
MOLM2,Tablet,China,2024,102.37,79.84
MOLHF1,Capsule,US,2024,153.1,184.05
MOLP1,Tablet,US,2017,21.41,14.91
MOLO1,Syrup,EU,2024,145.55,152.76
MOLO3,Injection,Canada,2022,188.8,18.1
MOLCKD3,Syrup,EU,2015,107.62,41.04
MOLDEP2,Syrup,Brazil,2019,48.36,100.25
MOLR3,API,Australia,2023,32.1,165.17
MOLIBD2,API,China,2022,124.13,94.16
MOLHF3,Inhaler,Global,2023,45.0,98.39
MOLO3,Capsule,US,2016,35.12,133.66
MOLDEP1,Patch,Brazil,2018,125.99,140.13
MOLM3,Syrup,India,2018,84.33,172.49
MOLR1,Tablet,US,2019,134.75,105.88
MOLRA1,Patch,Canada,2022,37.66,39.24
MOLO2,Tablet,India,2024,154.77,131.08
MOL1,Capsule,Canada,2020,120.7,160.72
MOLC,Injection,Brazil,2024,83.71,168.62
MOLRA1,Inhaler,EU,2022,144.21,139.89
MOLO2,Ointment,India,2019,54.84,81.97
MOLD3,API,Japan,2021,12.76,46.71
MOLM2,API,India,2024,42.41,174.03
MOLHF2,Inhaler,Australia,2021,75.51,199.1
MOLR1,Tablet,Japan,2021,54.52,112.16
MOLDEP3,Inhaler,Japan,2022,137.71,139.4
MOLH2,Tablet,Australia,2018,112.85,128.25
MOLIBD3,Inhaler,Global,2022,69.16,33.44
MOLR2,API,Japan,2019,8.52,60.89
MOLC,Inhaler,Canada,2016,150.55,87.18
MOLRA2,Injection,Australia,2015,82.25,78.09
MOLDEP2,Suspension,India,2024,164.48,114.35
MOLIBD3,API,US,2017,162.4,166.5
MOLY,Syrup,Canada,2020,175.38,141.97
MOLBC2,Patch,US,2024,25.93,123.28
MOLHF2,Ointment,US,2024,137.55,64.06
MOLHF2,Inhaler,Global,2024,94.42,42.33
MOLHF2,Capsule,US,2023,180.67,118.75
MOLR2,Suspension,Brazil,2024,12.24,96.59
MOLR2,Syrup,Global,2019,23.06,164.83
MOLH1,Syrup,Canada,2018,29.77,56.59
MOLO2,Syrup,EU,2015,139.17,94.11
MOLD1,Inhaler,Global,2015,109.03,159.11
MOLIBD3,Inhaler,Australia,2015,48.02,198.45
MOLX,Suspension,Japan,2020,157.67,18.89
MOLIBD3,API,Brazil,2024,135.11,39.58
MOLC,Tablet,Global,2021,119.91,47.97
MOLP1,Tablet,Australia,2023,21.06,32.59
MOLP1,Capsule,Japan,2022,110.23,88.84
MOLP1,Suspension,China,2018,15.49,27.01
MOLHF3,Inhaler,Brazil,2023,191.05,98.81
MOLCKD2,Tablet,China,2015,108.75,70.83
MOLHF2,Inhaler,Japan,2020,188.09,162.51
MOLY,API,Canada,2024,132.84,1.29
MOL2,Suspension,Australia,2017,82.82,103.11
MOL1,Syrup,Brazil,2022,185.68,109.41
MOLCKD2,Patch,US,2018,114.21,172.01
MOLCKD2,Inhaler,Canada,2024,20.87,56.49
MOLHF1,Suspension,Global,2024,82.16,26.54
MOLLC3,Syrup,India,2015,193.81,183.57
MOLO3,Tablet,Australia,2021,30.2,113.37
MOLR3,Tablet,India,2023,139.22,163.82
MOLHF2,Patch,US,2016,157.04,77.02
MOLM1,Suspension,Global,2022,176.39,78.61
MOLBC3,Suspension,Brazil,2023,173.77,38.75
MOLO2,Capsule,Japan,2023,163.31,126.41
MOLC,Ointment,China,2024,22.29,128.7
MOLDEP2,Ointment,China,2020,177.44,156.19
MOLP3,Injection,Global,2024,50.17,25.68
MOLP3,Tablet,Japan,2024,85.42,88.85
MOLO1,Tablet,Brazil,2019,74.48,105.77
MOLRA1,Inhaler,China,2018,23.34,187.26
MOLX,API,Canada,2024,135.99,121.97
MOLO2,Syrup,Canada,2015,156.44,86.21
MOLDEP1,Ointment,China,2017,4.93,151.13
MOLM1,Syrup,US,2016,64.97,176.72
MOLIBD3,Tablet,China,2015,14.27,100.87
MOLD2,Ointment,China,2018,131.84,194.21
MOLIBD1,Injection,Canada,2024,23.92,85.13
MOLHF1,Ointment,US,2023,72.99,142.43
MOLIBD1,Patch,EU,2018,186.49,155.14
MOLH1,Inhaler,Global,2020,117.66,130.98
MOLH2,Patch,EU,2020,37.24,9.49
MOLHF2,Ointment,Japan,2017,177.75,2.42
MOLY,Tablet,Brazil,2018,53.74,164.15
MOLCKD2,Injection,Brazil,2020,46.92,85.62
MOLP3,Inhaler,China,2024,2.87,19.22
MOLLC3,Ointment,Australia,2015,137.01,158.64
MOLBC2,Ointment,India,2021,196.23,198.19
MOLBC1,Injection,Japan,2022,191.66,51.72
MOLBC1,Tablet,Japan,2022,130.93,27.67
MOL2,Syrup,Canada,2022,103.92,155.05
MOLD3,API,Brazil,2020,165.27,137.6
MOLBC3,Capsule,Brazil,2024,131.15,148.95
MOLHF1,Tablet,EU,2023,165.35,192.51
MOLM2,API,Australia,2020,41.17,77.28
MOLCKD2,Inhaler,Canada,2024,14.35,171.36
MOLC,API,Japan,2017,157.89,88.55
MOLHF3,Ointment,China,2021,20.16,125.98
MOLBC3,API,US,2023,60.51,115.08
MOLR1,Patch,Australia,2023,131.19,165.85
MOLLC1,Suspension,China,2016,107.98,12.1
MOLLC3,Suspension,Brazil,2015,173.98,39.02
MOLRA2,Tablet,China,2020,57.49,64.13
MOLM3,Capsule,Canada,2021,118.14,162.02
MOLLC1,Injection,India,2016,29.57,2.94
MOLH3,Patch,India,2018,164.21,27.34
MOLCKD3,Syrup,US,2015,74.6,190.69
MOLLC2,Inhaler,India,2021,172.93,40.42
MOLM3,Syrup,Australia,2021,153.48,50.41
MOL1,Injection,Brazil,2015,105.47,84.8
MOLR3,API,Canada,2024,77.61,5.61
MOLIBD2,Suspension,US,2024,15.34,35.09
MOLC,Syrup,Brazil,2018,116.63,172.63
MOLO2,Ointment,Global,2021,139.78,16.33
MOLDEP1,Injection,Japan,2020,123.97,59.21
MOLH1,API,Brazil,2016,131.69,166.57
MOLBC2,Patch,Global,2018,58.09,15.32
MOLR3,Inhaler,China,2018,139.9,154.39
MOLBC1,API,Australia,2020,36.48,124.22
MOLD3,Ointment,Canada,2018,110.12,158.73
MOLO2,Capsule,Australia,2020,53.62,137.47
MOLA,Capsule,China,2020,171.78,148.66
MOLH1,API,Canada,2021,120.5,56.88
MOLO1,Tablet,India,2016,52.1,197.53
MOLR1,Inhaler,Brazil,2015,67.14,169.82
MOLIBD2,Injection,Japan,2023,123.63,47.18
MOLLC1,Suspension,Canada,2022,91.88,130.31
MOLO1,Ointment,Japan,2015,140.13,65.41
MOLIBD2,Patch,Japan,2022,29.28,166.69
MOLBC2,Inhaler,India,2018,180.36,67.63
MOLLC2,API,EU,2019,150.81,17.37
MOLM3,Patch,India,2018,109.34,78.85
MOLH3,Injection,Canada,2019,39.5,113.28
MOLCKD1,Syrup,US,2017,185.11,82.77
MOLR3,Suspension,China,2024,124.13,31.94
MOLBC2,Capsule,EU,2016,86.88,49.3
MOLRA3,Injection,Brazil,2016,147.68,65.09
MOLM2,Tablet,EU,2019,51.07,130.4
MOLP3,API,Brazil,2019,75.3,50.57
MOLH1,API,China,2018,98.84,49.62
MOLR3,Syrup,US,2024,19.0,23.88
MOLO2,API,Australia,2022,138.1,118.41
MOLRA2,Ointment,Brazil,2016,29.78,83.48
MOLX,Syrup,Australia,2024,91.44,37.14
MOLLC2,Ointment,Brazil,2017,34.57,182.83
MOLX,Patch,India,2017,79.85,155.53
MOLP3,Injection,China,2023,41.78,25.57
MOLH3,Capsule,India,2023,109.85,84.67
MOLDEP3,Syrup,Australia,2016,17.66,54.37
MOLC,Suspension,Japan,2017,173.63,149.08
MOLHF3,Capsule,Canada,2017,101.49,55.67
MOLD1,Patch,US,2017,115.71,138.54
MOLO2,Injection,US,2021,171.7,198.98
MOLLC3,Syrup,India,2021,23.47,176.4
MOLHF3,API,Canada,2018,19.94,133.92
MOLIBD3,Ointment,China,2018,169.73,170.77
MOLCKD1,API,India,2015,54.77,189.43
MOLY,Tablet,US,2022,104.98,164.18
MOLX,Inhaler,Brazil,2021,9.5,38.37
MOLH1,Inhaler,Japan,2015,156.87,58.95
MOLBC1,Syrup,Brazil,2020,194.09,160.78
MOLH3,API,China,2019,197.5,82.22
MOLO1,Injection,Canada,2017,188.45,168.99
MOLRA3,Suspension,China,2017,156.81,150.06
MOLIBD1,Patch,Global,2022,158.23,133.52
MOLIBD1,Ointment,India,2016,190.55,80.44
MOLD2,Ointment,Brazil,2020,83.0,82.79
MOLCKD2,Patch,India,2020,111.8,114.77
MOLH3,Tablet,EU,2024,157.5,165.38
MOLY,Ointment,Brazil,2020,133.16,42.17
MOLCKD1,Tablet,Japan,2021,83.38,23.77
MOLCKD1,Tablet,Global,2023,139.42,126.14
MOL2,Ointment,Global,2023,33.97,104.3
MOLBC2,Patch,Canada,2016,179.9,87.11
MOLX,Ointment,Canada,2018,157.1,194.22
MOLLC2,Patch,EU,2022,49.77,52.6
MOLO3,API,Japan,2015,181.08,166.53
MOLH2,API,Japan,2017,46.04,177.9
MOLHF2,Tablet,Australia,2020,84.79,59.68
MOLP2,Ointment,Australia,2016,29.24,109.11
MOL1,Syrup,Australia,2021,145.05,50.26
MOLH2,Ointment,US,2024,171.88,40.3
MOL2,API,EU,2018,40.18,186.53
MOLM2,Patch,China,2023,129.68,173.27
MOLCKD3,Tablet,Japan,2015,114.28,185.75
MOLO1,Patch,Australia,2023,162.13,97.5
MOLA,Suspension,Global,2018,81.56,57.75
MOLLC2,Patch,China,2019,123.74,69.31
MOLM3,API,EU,2017,125.53,195.82
MOLCKD2,Suspension,US,2021,182.16,43.59
MOLIBD3,Injection,India,2024,162.19,135.63
MOLIBD3,Tablet,Australia,2020,28.87,32.47
MOLH3,Syrup,EU,2022,187.99,26.48
MOLO3,Syrup,China,2015,63.89,153.55
MOLH3,Capsule,Global,2024,93.25,193.61
MOLO2,Inhaler,Global,2023,133.45,140.06
MOLC,Patch,EU,2016,192.64,199.41
MOLIBD1,Capsule,Japan,2016,88.49,105.19
MOLLC2,Tablet,India,2019,43.5,184.03
MOLX,Syrup,EU,2018,187.94,10.36
MOLLC3,Ointment,EU,2016,40.22,116.41
MOLA,Tablet,India,2023,78.09,195.43
MOLHF2,Suspension,Global,2020,134.23,177.0
MOLIBD3,Suspension,Brazil,2015,150.14,33.91
MOLBC3,API,EU,2017,63.22,122.05
MOLHF1,Syrup,Japan,2017,37.75,63.1
MOLBC3,Inhaler,Japan,2023,133.65,39.66
MOLCKD1,Inhaler,India,2024,34.46,154.07
MOLDEP3,Capsule,China,2017,99.9,104.07
MOLO2,Capsule,Japan,2024,35.77,141.17
MOLC,API,EU,2022,192.48,74.24
MOLO2,Ointment,Canada,2018,183.57,94.74
MOLCKD3,Tablet,India,2024,117.42,27.71
MOLLC1,API,EU,2015,100.85,40.81
MOLLC3,API,US,2020,169.54,58.21
MOLY,Suspension,Australia,2021,165.64,28.44
MOLR1,Injection,Australia,2018,61.97,167.86
MOLCKD2,Ointment,Australia,2016,194.42,133.05
MOLO2,Inhaler,US,2018,182.35,194.3
MOLRA2,Syrup,Brazil,2017,70.57,32.97
MOLO1,API,Global,2023,167.79,73.12
MOL2,Suspension,EU,2024,55.2,186.61
MOLH3,Suspension,US,2018,56.62,94.49
MOLM3,Injection,US,2024,35.39,74.62
MOLDEP2,Tablet,Global,2020,99.97,189.82
MOLCKD1,Ointment,China,2022,67.73,186.01
MOLD3,Inhaler,US,2018,119.9,101.48
MOLLC2,API,Japan,2020,183.86,85.25
MOLY,Capsule,Global,2015,185.9,135.4
MOL1,API,Australia,2020,37.49,153.55
MOLBC1,Ointment,India,2016,146.22,86.25
MOLD2,Capsule,Canada,2020,135.99,12.37
MOLP2,Syrup,US,2021,82.0,160.72
MOLM3,API,Japan,2019,80.04,143.11
MOLH1,Suspension,India,2023,62.31,53.87
MOLLC3,Capsule,Global,2019,195.72,144.21
MOLR1,Patch,India,2024,153.1,23.67
MOLR3,Tablet,Japan,2015,31.79,12.55
MOL2,Capsule,Global,2021,183.26,32.88
MOLLC3,Capsule,Global,2019,168.39,190.05
MOL1,Capsule,Japan,2020,143.78,92.05
MOLRA1,Inhaler,EU,2016,169.76,8.45
MOLO1,Tablet,EU,2016,107.27,186.93
MOLIBD3,Injection,Global,2024,66.27,159.49
MOLH3,Capsule,Global,2015,54.69,142.53
MOLBC3,Tablet,US,2015,103.34,61.04
MOLLC2,Inhaler,Australia,2023,196.55,126.26
MOLIBD1,Patch,Canada,2023,84.59,179.69
MOLY,Ointment,Australia,2017,142.48,46.8
MOLDEP1,Injection,China,2015,135.51,31.43
MOLBC3,Inhaler,Brazil,2017,125.72,70.29
MOLC,Ointment,India,2023,9.87,131.67
MOLRA2,Ointment,Global,2022,141.69,6.24
MOLD3,Capsule,India,2017,89.04,50.23
MOLRA1,Inhaler,Canada,2021,12.93,145.19
MOLY,Patch,India,2020,43.14,92.49
MOLHF3,Syrup,US,2023,193.41,138.75
MOLCKD1,Ointment,EU,2015,50.6,29.3
MOLP2,Ointment,Global,2015,42.6,31.66
MOLRA1,Patch,Global,2020,134.19,187.31
MOLBC3,Syrup,Brazil,2018,104.26,131.01
MOLBC2,API,Japan,2019,117.79,174.72
MOL1,Patch,Global,2018,194.25,45.62
MOLLC2,Inhaler,China,2015,114.2,109.89
MOLD2,Tablet,India,2016,125.83,127.33
MOLDEP3,Tablet,US,2020,142.2,7.74
MOLD3,Patch,China,2016,136.67,68.82
MOLO2,Ointment,Australia,2017,34.63,93.6
MOLDEP2,Capsule,EU,2018,49.81,26.1
MOLLC2,Suspension,Australia,2023,116.57,99.13
MOLO3,Ointment,Global,2021,161.89,17.66
MOLO2,Suspension,Japan,2024,33.27,112.01
MOLHF2,Ointment,India,2017,94.08,94.23
MOLIBD1,Inhaler,Japan,2016,149.37,188.61
MOLCKD3,Tablet,US,2018,157.47,138.09
MOLBC2,Patch,EU,2024,190.6,120.51
MOLBC1,Capsule,Canada,2018,55.08,96.16
MOLIBD1,Injection,Brazil,2023,80.55,66.09
MOLD2,Ointment,Japan,2016,30.43,197.21
MOLCKD2,Injection,US,2023,121.38,111.88
MOLHF1,Capsule,India,2016,132.37,29.33
MOLCKD3,Inhaler,India,2023,141.83,41.38
MOLIBD3,Capsule,Global,2019,126.02,84.07
MOLBC3,Tablet,US,2024,2.95,163.41
MOLDEP1,Capsule,Australia,2021,93.81,10.59
MOLC,Suspension,Canada,2023,13.53,68.22
MOLHF3,Inhaler,US,2016,179.39,16.76
MOL2,Suspension,China,2018,24.12,104.94
MOLA,Injection,EU,2024,36.1,100.6
MOLCKD1,Ointment,Brazil,2023,186.32,55.16
MOLHF2,API,China,2023,185.69,12.17
MOL2,Injection,Australia,2024,84.37,189.34
MOLIBD3,Inhaler,US,2016,83.11,71.67
